DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	PLATFORM [SNPS PASSING QC]	ASSOCIATION COUNT
2014-03-25	24026423	Shameer K	2013-09-12	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/24026423	A genome- and phenome-wide association study to identify genetic variants influencing platelet count and volume and their pleiotropic effects.	Platelet count	13,582 European ancestry individuals	NA	Illumina [476395]	8
2014-03-26	24025145	Chung S	2013-09-11	Breast Cancer Res	www.ncbi.nlm.nih.gov/pubmed/24025145	A genome-wide association study of chemotherapy-induced alopecia in breast cancer patients.	Adverse response to chemotherapy in breast cancer (alopecia)	303 Japanese ancestry cases, 880 Japanese ancestry controls	23 Japanese ancestry cases	Illumina [555600]	3
2014-03-26	24025145	Chung S	2013-09-11	Breast Cancer Res	www.ncbi.nlm.nih.gov/pubmed/24025145	A genome-wide association study of chemotherapy-induced alopecia in breast cancer patients.	Adverse response to chemotherapy in breast cancer (alopecia) (anti-microtubule)	119 Japanese ancestry cases, 105 Japanese ancestry controls	NA	Illumina [555600]	7
2014-04-02	24024963	Eicher JD	2013-09-11	Genes Brain Behav	www.ncbi.nlm.nih.gov/pubmed/24024963	Genome-wide association study of shared components of reading disability and language impairment.	Reading disability and language impairment	174 European ancestry cases, 4,117 European ancestry controls	440 European ancestry individuals	Illumina [up to 500527]	0
2014-03-26	24025145	Chung S	2013-09-11	Breast Cancer Res	www.ncbi.nlm.nih.gov/pubmed/24025145	A genome-wide association study of chemotherapy-induced alopecia in breast cancer patients.	Adverse response to chemotherapy in breast cancer (alopecia) (docetaxel)	62 Japanese ancestry cases, 42 Japanese ancestry controls	NA	Illumina [555600]	4
2014-03-26	24025145	Chung S	2013-09-11	Breast Cancer Res	www.ncbi.nlm.nih.gov/pubmed/24025145	A genome-wide association study of chemotherapy-induced alopecia in breast cancer patients.	Adverse response to chemotherapy in breast cancer (alopecia) (paclitaxel)	57 Japanese ancestry cases, 63 Japanese ancestry controls	NA	Illumina [555600]	5
2014-03-27	24025145	Chung S	2013-09-11	Breast Cancer Res	www.ncbi.nlm.nih.gov/pubmed/24025145	A genome-wide association study of chemotherapy-induced alopecia in breast cancer patients.	Adverse response to chemotherapy in breast cancer (alopecia) (cyclophosphamide+doxorubicin+/-5FU)	64 Japanese ancestry cases, 27 Japanese ancestry controls	NA	Illumina [555600]	8
2014-03-26	24025145	Chung S	2013-09-11	Breast Cancer Res	www.ncbi.nlm.nih.gov/pubmed/24025145	A genome-wide association study of chemotherapy-induced alopecia in breast cancer patients.	Adverse response to chemotherapy in breast cancer (alopecia) (cyclophosphamide+epirubicin+/-5FU)	116 Japanese ancestry cases, 108 Japanese ancestry controls	NA	Illumina [555600]	3
2014-04-04	24023260	Wu Y	2013-09-10	J Lipid Res	www.ncbi.nlm.nih.gov/pubmed/24023260	Genetic association with lipids in Filipinos: waist circumference modifies an APOA5 effect on triglyceride levels.	Lipid traits	1,782 Filipino ancestry mothers	1,719 Filipino ancestry offsprings	Affymetrix [~ 3700000] (imputed)	6
2014-03-22	24023261	Keller M	2013-09-10	J Lipid Res	www.ncbi.nlm.nih.gov/pubmed/24023261	THOC5: a novel gene involved in HDL-cholesterol metabolism.	Lipid traits	839 European ancestry individuals	up to 5,248 European ancestry individuals	Affymetrix [390619]	6
2014-03-22	24015780	Wetherill L	2013-09-09	Alcohol Clin Exp Res	www.ncbi.nlm.nih.gov/pubmed/24015780	Family-based association analysis of alcohol dependence criteria and severity.	Alcohol dependence	up to 2,322 European ancestry individuals from 118 families	2,647 European ancestry individuals	Illumina [591785]	0
2014-03-24	24080187	Guffanti G	2013-09-08	Psychoneuroendocrinology	www.ncbi.nlm.nih.gov/pubmed/24080187	Genome-wide association study implicates a novel RNA gene, the lincRNA AC068718.1, as a risk factor for post-traumatic stress disorder in women.	Post-traumatic stress disorder	81 African American female cases, 261 African American female controls, 10 European ancestry female cases, 35 European ancestry female controls, 3 female cases, 22 female controls	578 European ancestry female cases, 1,963 European ancestry female controls	Illumina [688890]	0
2014-03-22	24014518	Kasperaviciute D	2013-09-06	Brain	www.ncbi.nlm.nih.gov/pubmed/24014518	Epilepsy, hippocampal sclerosis and febrile seizures linked by common genetic variation around SCN1A.	Mesial temporal lobe epilepsy with hippocampal sclerosis	up to 1,018 European ancestry cases, 7,552 European ancestry controls	959 European ancestry cases, 3,591 European ancestry controls	Illumina [531164]	2
2014-04-02	24023777	Miyake A	2013-09-04	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24023777	Identification of a susceptibility locus for severe adolescent idiopathic scoliosis on chromosome 17q24.3.	Adolescent idiopathic scoliosis (severe)	554 Japanese ancestry cases, 1,474 Japanese ancestry controls	839 East Asian ancestry cases, 10,149 East Asian ancestry controls	Illumina [455121]	1
2014-04-01	24002674	Ozel AB	2013-09-04	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/24002674	Genome-wide association study and meta-analysis of intraocular pressure.	Intraocular pressure	2,847 European ancestry primary open angle glaucoma cases, 3,389 European ancestry controls	NA	Illumina [466573]	10
2014-04-04	23999434	Ho JE	2013-09-03	J Clin Invest	www.ncbi.nlm.nih.gov/pubmed/23999434	Common genetic variation at the IL1RL1 locus regulates IL-33/ST2 signaling.	Serum protein levels (sST2)	2,797 individuals	NA	Affymetrix [2500000] (imputed)	14
2014-03-26	24001895	Kelly TN	2013-09-03	Hypertension	www.ncbi.nlm.nih.gov/pubmed/24001895	Genome-wide association study meta-analysis reveals transethnic replication of mean arterial and pulse pressure loci.	Blood pressure	22,275 East Asian ancestry individuals, 4,325 South East Asian ancestry individuals	28,783 East Asian ancestry individuals	Affymetrix, Illumina [~ 2400000] (imputed)	6
2014-03-28	24023788	Ong BA	2013-09-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24023788	Gene network analysis in a pediatric cohort identifies novel lung function genes.	Lung function (FEV1)	1,015 European ancestry individuals, 541 African American individuals	NA	Illumina [up to 524000]	9
2014-03-28	24023788	Ong BA	2013-09-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24023788	Gene network analysis in a pediatric cohort identifies novel lung function genes.	Lung function (forced expiratory flow during mid-portion (25% and 75%) of forced vital capacity)	1,015 European ancestry individuals, 541 African American individuals	NA	Illumina [up to 524000]	12
2014-03-28	24023788	Ong BA	2013-09-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24023788	Gene network analysis in a pediatric cohort identifies novel lung function genes.	Lung function (FVC)	1,015 European ancestry individuals, 541 African American individuals	NA	Illumina [up to 524000]	9
2014-03-28	24023788	Ong BA	2013-09-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24023788	Gene network analysis in a pediatric cohort identifies novel lung function genes.	Lung function (FEV1/FVC)	1,015 European ancestry individuals, 541 African American individuals	NA	Illumina [up to 524000]	5
2013-12-10	23740775	Xie G	2013-09-01	Arthritis Rheum	www.ncbi.nlm.nih.gov/pubmed/23740775	Association of granulomatosis with polyangiitis (Wegener's) with HLA-DPB1*04 and SEMA6A gene variants: evidence from genome-wide analysis.	Wegener's granulomatosis	459 European ancestry cases, 1,503 European ancestry controls	291 European ancestry cases, 317 European ancestry controls	Illumina [287802]	5
2013-12-10	23740775	Xie G	2013-09-01	Arthritis Rheum	www.ncbi.nlm.nih.gov/pubmed/23740775	Association of granulomatosis with polyangiitis (Wegener's) with HLA-DPB1*04 and SEMA6A gene variants: evidence from genome-wide analysis.	Wegener's granulomatosis	459 European ancestry cases, 1,503 European ancestry controls	528 European ancestry cases, 1,228 European ancestry controls	Illumina [287802]	1
2014-03-01	23836404	Shulman JM	2013-09-01	JAMA Neurol	www.ncbi.nlm.nih.gov/pubmed/23836404	Genetic susceptibility for Alzheimer disease neuritic plaque pathology.	Alzheimer's disease (neuritic plaque pathology)	651 European and unknown ancestry individuals	114 individuals	Affymetrix [2465581] (imputed)	0
2014-03-15	24009623	Jiang J	2013-08-30	Front Genet	www.ncbi.nlm.nih.gov/pubmed/24009623	Genome-wide association study for biomarker identification of Rapamycin and Everolimus using a lymphoblastoid cell line system.	Response to mTOR inhibitor (everolimus)	87 European ancestry individuals, 91 African American individuals, 94 Han Chinese ancestry individuals	NA	Affymetrix, Illumina [1348798]	8
2014-03-18	23996088	Migliorini G	2013-08-30	Blood	www.ncbi.nlm.nih.gov/pubmed/23996088	Variation at 10p12.2 and 10p14 influences risk of childhood B-cell acute lymphoblastic leukemia and phenotype.	Acute lymphoblastic leukemia (B-cell precursor)	1,658 European ancestry child cases, 4,723 European ancestry controls	1,449 European ancestry child cases, 1,488 European ancestry controls	Illumina [382776] (imputed)	6
2014-03-15	24009623	Jiang J	2013-08-30	Front Genet	www.ncbi.nlm.nih.gov/pubmed/24009623	Genome-wide association study for biomarker identification of Rapamycin and Everolimus using a lymphoblastoid cell line system.	Response to mTOR inhibitor (rapamycin)	87 European ancestry individuals, 91 African American individuals, 94 Han Chinese ancestry individuals	NA	Affymetrix, Illumina [1348798]	5
2014-03-18	23989986	Evangelou E	2013-08-29	Ann Rheum Dis	www.ncbi.nlm.nih.gov/pubmed/23989986	A meta-analysis of genome-wide association studies identifies novel variants associated with osteoarthritis of the hip.	Osteoarthritis (hip)	up to 4,734 European ancestry cases, up to 46,903 European ancestry controls	up to 6,928 European ancestry cases, up to 20,570 European ancestry controls	Illumina [2567279] (imputed)	5
2014-03-14	23992748	Drake KA	2013-08-29	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/23992748	A genome-wide association study of bronchodilator response in Latinos implicates rare variants.	Asthma (bronchodilator response)	up to 1,782 Latino child cases	529 Latino child cases	Affymetrix [568037]	0
2014-03-14	23982368	Qi L	2013-08-28	JAMA	www.ncbi.nlm.nih.gov/pubmed/23982368	Association between a genetic variant related to glutamic acid metabolism and coronary heart disease in individuals with type 2 diabetes.	Cardiovascular heart disease in diabetics	669 European ancestry cases, 1,641 European ancestry controls	848 European ancestry cases, 1,030 European ancestry controls	Affymetrix [2543016]	1
2014-03-14	23984888	Himes BE	2013-08-28	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/23984888	ITGB5 and AGFG1 variants are associated with severity of airway responsiveness.	Airway hyperresponsiveness	994 European ancestry asthma cases	650 European ancestry asthma cases, 3,354 European ancestry chronic obstructive pulmonary disease cases	Affymetrix [2154322] (imputed)	1
2014-03-14	23983088	Miller FW	2013-08-27	Arthritis Rheum	www.ncbi.nlm.nih.gov/pubmed/23983088	Genome-wide association study of dermatomyositis reveals genetic overlap with other autoimmune disorders.	Dermatomyositis	1,178 European ancestry cases, 4,724 European ancestry controls	NA	Illumina [up to 242876]	1
2014-03-15	23979607	Lubke GH	2013-08-27	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23979607	Genome-wide analyses of borderline personality features.	Borderline personality disorder features	up to 7,125 individuals	1,301 individuals	Affymetrix, Illumina [6670475]	1
2014-03-18	23974872	Ripke S	2013-08-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23974872	Genome-wide association analysis identifies 13 new risk loci for schizophrenia.	Schizophrenia	5,001 European ancestry cases, 6,243 European ancestry controls, 8,832 cases, 12,067 controls	4,801 European ancestry cases, 4,741 European ancestry controls, 2,612 European and unknown ancestry cases, 15,021 European and unknown ancestry controls, 581 trios	Affymetrix, Illumina [9871789]	27
2014-03-19	23974705	Allen EK	2013-08-23	J Assoc Res Otolaryngol	www.ncbi.nlm.nih.gov/pubmed/23974705	A genome-wide association study of chronic otitis media with effusion and recurrent otitis media identifies a novel susceptibility locus on chromosome 2.	Otitis media (chronic/recurrent)	373 cases and 229 controls from 143 families	932 European ancestry cases and 652 European ancestry controls from 441 families	Illumina [324748]	1
2014-03-14	23969696	Sabater-Lleal M	2013-08-22	Circulation	www.ncbi.nlm.nih.gov/pubmed/23969696	Multiethnic meta-analysis of genome-wide association studies in >100 000 subjects identifies 23 fibrinogen-associated Loci but no strong evidence of a causal association between circulating fibrinogen and cardiovascular disease.	Fibrinogen	91,323 European ancestry individuals	8,423 African American individuals, 1,447 Hispanic individuals	Affymetrix, Illumina [2515567] (imputed)	24
2014-03-04	23990791	Thun GA	2013-08-22	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23990791	Causal and synthetic associations of variants in the SERPINA gene cluster with alpha1-antitrypsin serum levels.	Serum alpha1-antitrypsin levels	1,392 European ancestry individuals	12,518 European ancestry individuals	Illumina [2168668] (imputed)	0
2014-03-21	23989729	Feenstra B	2013-08-21	JAMA	www.ncbi.nlm.nih.gov/pubmed/23989729	Plasma lipids, genetic variants near APOA1, and the risk of infantile hypertrophic pyloric stenosis.	Infantile hypertrophic pyloric stenosis	1,001 European ancestry cases, 2,371 European ancestry controls	925 European ancestry cases, 1,621 European ancestry controls, 738 cases, 697 controls	Illumina [9737928] (imputed)	4
2014-03-20	23958962	Gelernter J	2013-08-20	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23958962	Genome-wide association study of cocaine dependence and related traits: FAM53B identified as a risk gene.	Cocaine dependence	1,809 European ancestry cases, 570 European ancestry controls, 2,482 African American cases, 836 African American controls	4,498 European ancestry individuals, 2,114 African American individuals	Illumina [37426733] (imputed)	15
2014-03-15	23972371	Franceschini N	2013-08-20	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23972371	Genome-wide association analysis of blood-pressure traits in African-ancestry individuals reveals common associated genes in African and non-African populations.	Blood pressure	28,190 African American individuals, 1,188 Nigerian ancestry individuals	69,395 European ancestry individuals, 5,266 African American individuals, 6,497 African ancestry individuals, 19,601 East Asian ancestry individuals	Affymetrix, Illumina [~ 2420000] (imputed)	11
2014-03-13	23966204	Ledda M	2013-08-20	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23966204	GWAS of human bitter taste perception identifies new loci and reveals additional complexity of bitter taste genetics.	Bitter taste perception	503 Brazillian ancestry individuals	104 Brazillian ancestry individuals	Illumina [~ 1000000]	3
2014-03-20	23962720	Speed D	2013-08-19	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/23962720	A genome-wide association study and biological pathway analysis of epilepsy prognosis in a prospective cohort of newly treated epilepsy.	Epilepsy (remission after treatment)	889 European and unknown ancestry epilepsy cases	NA	Illumina [6923995] (imputed)	7
